Country,2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Mauritania,37 ,32 , 45,,41 ,35 , 49,,46 ,39 , 55,,50 ,43 , 61,,54 ,47 , 65,,58 ,50 , 70,,62 ,54 , 74,,65 ,56 , 78,,72 ,62 , 87,,78 ,67 , 93,
Mauritius,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Mexico,52 ,48 , 56,,55 ,51 , 59,,58 ,53 , 62,,63 ,57 , 67,,66 ,60 , 71,,68 ,61 , 73,,71 ,64 , 77,,74 ,67 , 81,,77 ,69 , 85,,80 ,71 , 89,
Mongolia,33 ,29 , 37,"Children estimates were not available at the time of publication.",36 ,32 , 40,"Children estimates were not available at the time of publication.",38 ,33 , 42,"Children estimates were not available at the time of publication.",39 ,35 , 44,"Children estimates were not available at the time of publication.",40 ,36 , 45,"Children estimates were not available at the time of publication.",42 ,38 , 47,"Children estimates were not available at the time of publication.",43 ,39 , 48,"Children estimates were not available at the time of publication.",44 ,40 , 50,"Children estimates were not available at the time of publication.",46 ,41 , 51,"Children estimates were not available at the time of publication.",47 ,42 , 53,"Children estimates were not available at the time of publication."
Montenegro,,,,,,,,,48 ,40 , 56,"Children estimates were not available at the time of publication.",50 ,42 , 59,"Children estimates were not available at the time of publication.",56 ,46 , 66,"Children estimates were not available at the time of publication.",54 ,45 , 65,"Children estimates were not available at the time of publication.",54 ,44 , 65,"Children estimates were not available at the time of publication.",54 ,45 , 66,"Children estimates were not available at the time of publication.",60 ,50 , 74,"Children estimates were not available at the time of publication.",62 ,51 , 77,"Children estimates were not available at the time of publication."
Morocco,59 ,54 , 66,,61 ,56 , 68,,68 ,63 , 75,,74 ,68 , 82,,76 ,70 , 85,,80 ,73 , 88,,81 ,74 , 90,,77 ,70 , 86,,78 ,70 , 87,,80 ,72 , 90,
Mozambique,62 ,59 , 66,,67 ,64 , 72,,71 ,68 , 76,,75 ,71 , 80,,77 ,73 , 83,,79 ,74 , 85,,81 ,76 , 87,,83 ,78 , 90,,85 ,80 , 93,,87 ,81 , 95,
Myanmar,40 ,35 , 45,,47 ,41 , 54,,54 ,46 , 62,,61 ,51 , 70,,67 ,55 , 77,,71 ,58 , 84,,68 ,54 , 81,,73 ,58 , 90,,75 ,58 , 94,,80 ,61 , >98,
Namibia,84 ,79 , 92,,85 ,79 , 93,,88 ,81 , 96,,90 ,84 , >98,,92 ,85 , >98,,92 ,85 , >98,,93 ,86 , >98,,94 ,86 , >98,,94 ,87 , >98,,96 ,89 , >98,
Nepal,,,,,47 ,43 , 51,,52 ,48 , 57,,58 ,53 , 63,,64 ,58 , 69,,71 ,64 , 77,,72 ,65 , 78,,80 ,72 , 87,,82 ,74 , 90,,91 ,82 , >98,
Netherlands,88 ,80 , 96,,89 ,80 , 97,,90 ,82 , >98,,91 ,83 , >98,,92 ,83 , >98,,93 ,83 , >98,,93 ,82 , >98,,93 ,82 , >98,,93 ,81 , >98,,,,,
New Zealand,68 ,57 , 76,"Children estimates were not available at the time of publication.",71 ,60 , 80,"Children estimates were not available at the time of publication.",74 ,63 , 83,"Children estimates were not available at the time of publication.",77 ,65 , 87,"Children estimates were not available at the time of publication.",77 ,65 , 86,"Children estimates were not available at the time of publication.",78 ,66 , 88,"Children estimates were not available at the time of publication.",80 ,67 , 90,"Children estimates were not available at the time of publication.",80 ,67 , 91,"Children estimates were not available at the time of publication.",85 ,72 , 97,"Children estimates were not available at the time of publication.",87 ,74 , >98,"Children estimates were not available at the time of publication."
Nicaragua,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Niger,54 ,48 , 61,,58 ,52 , 65,,62 ,56 , 70,,67 ,60 , 75,,70 ,63 , 79,,73 ,65 , 82,,76 ,68 , 85,,78 ,69 , 88,,78 ,70 , 89,,80 ,71 , 90,
Nigeria,51 ,48 , 56,,55 ,52 , 61,,59 ,55 , 64,,61 ,57 , 67,,64 ,60 , 70,,67 ,63 , 73,,71 ,66 , 77,,74 ,69 , 82,,79 ,73 , 86,,84 ,77 , 91,
North Macedonia,38 ,32 , 44,"Children estimates were not available at the time of publication.",42 ,36 , 48,"Children estimates were not available at the time of publication.",46 ,40 , 53,"Children estimates were not available at the time of publication.",52 ,45 , 60,"Children estimates were not available at the time of publication.",54 ,47 , 64,"Children estimates were not available at the time of publication.",59 ,51 , 70,"Children estimates were not available at the time of publication.",60 ,51 , 72,"Children estimates were not available at the time of publication.",63 ,53 , 77,"Children estimates were not available at the time of publication.",66 ,54 , 80,"Children estimates were not available at the time of publication.",68 ,54 , 82,"Children estimates were not available at the time of publication."
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Children estimates were not available at the time of publication.",,,,
Oman,63 ,59 , 69,"Children estimates were not available at the time of publication.",56 ,52 , 60,"Children estimates were not available at the time of publication.",56 ,52 , 60,"Children estimates were not available at the time of publication.",55 ,51 , 59,"Children estimates were not available at the time of publication.",61 ,57 , 66,"Children estimates were not available at the time of publication.",69 ,64 , 75,"Children estimates were not available at the time of publication.",75 ,69 , 81,"Children estimates were not available at the time of publication.",72 ,67 , 79,"Children estimates were not available at the time of publication.",74 ,69 , 81,"Children estimates were not available at the time of publication.",76 ,70 , 84,"Children estimates were not available at the time of publication."
Pakistan,10 ,9 , 11,,11 ,10 , 12,,13 ,11 , 14,,15 ,14 , 17,,18 ,16 , 19,,19 ,17 , 20,,19 ,17 , 20,,19 ,18 , 21,,21 ,19 , 22,,21 ,19 , 23,
Panama,68 ,63 , 73,,70 ,65 , 76,,71 ,65 , 77,,71 ,65 , 77,,73 ,67 , 80,,73 ,67 , 81,,74 ,67 , 81,,79 ,72 , 87,,77 ,70 , 86,,... ,... , ...,
Papua New Guinea,,,,,,,,,,,,,,,,,41 ,37 , 47,,43 ,38 , 49,,45 ,40 , 51,,48 ,43 , 54,,52 ,47 , 60,,59 ,53 , 67,
Paraguay,80 ,74 , 85,,82 ,77 , 88,,84 ,78 , 90,,85 ,79 , 90,,86 ,80 , 92,,87 ,80 , 92,,88 ,81 , 94,,89 ,82 , 95,,90 ,83 , 96,,91 ,83 , 98,
Peru,,,,,,,,,70 ,63 , 82,,72 ,64 , 83,,75 ,67 , 86,,78 ,68 , 89,,80 ,71 , 92,,83 ,73 , 95,,86 ,76 , >98,,87 ,76 , >98,
Philippines,,,,,57 ,47 , 66,,61 ,51 , 71,,64 ,53 , 74,,66 ,55 , 77,,63 ,52 , 73,,62 ,52 , 72,,62 ,52 , 72,,63 ,52 , 73,,62 ,51 , 72,
Poland,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Portugal,,,,,83 ,75 , 91,,,,,,87 ,77 , 95,,88 ,78 , 96,,,,,,91 ,81 , >98,,93 ,82 , >98,,95 ,84 , >98,,,,,
Qatar,70 ,54 , 88,"Children estimates were not available at the time of publication.",60 ,47 , 71,"Children estimates were not available at the time of publication.",60 ,47 , 69,"Children estimates were not available at the time of publication.",61 ,48 , 70,"Children estimates were not available at the time of publication.",62 ,48 , 71,"Children estimates were not available at the time of publication.",63 ,49 , 73,"Children estimates were not available at the time of publication.",65 ,51 , 76,"Children estimates were not available at the time of publication.",66 ,53 , 78,"Children estimates were not available at the time of publication.",69 ,55 , 82,"Children estimates were not available at the time of publication.",71 ,55 , 85,"Children estimates were not available at the time of publication."
Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Republic of Moldova,40 ,34 , 47,,43 ,37 , 51,,47 ,40 , 56,,51 ,43 , 60,,53 ,45 , 62,,55 ,46 , 65,,58 ,49 , 69,,62 ,52 , 73,,66 ,56 , 78,,70 ,59 , 83,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88 ,78 , >98,,91 ,81 , >98,
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,87 ,82 , 98,,89 ,83 , >98,,90 ,84 , >98,,91 ,85 , >98,,92 ,86 , >98,,93 ,87 , >98,,94 ,87 , >98,,94 ,87 , >98,,95 ,88 , >98,,96 ,89 , >98,
Saint Kitts and Nevis,87 ,77 , 97,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",88 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",89 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",89 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",89 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",91 ,78 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",90 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",91 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",91 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",92 ,77 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals"
Saint Lucia,90 ,81 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",91 ,81 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",91 ,81 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",93 ,82 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",93 ,82 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",94 ,82 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",93 ,80 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",94 ,81 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",93 ,81 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",94 ,81 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals"
Saint Vincent and the Grenadines,93 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",93 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",94 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",94 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",95 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",95 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",95 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",95 ,85 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",95 ,84 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals",96 ,84 , >98,"Countries with a UNAIDS-approved estimate and population less than 250000 in 2024; not included in regional or global totals"
Sao Tome and Principe,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Saudi Arabia,73 ,66 , 79,"Children estimates were not available at the time of publication.",78 ,71 , 85,"Children estimates were not available at the time of publication.",82 ,75 , 88,"Children estimates were not available at the time of publication.",85 ,78 , 92,"Children estimates were not available at the time of publication.",87 ,81 , 95,"Children estimates were not available at the time of publication.",89 ,83 , 96,"Children estimates were not available at the time of publication.",89 ,84 , 97,"Children estimates were not available at the time of publication.",91 ,86 , >98,"Children estimates were not available at the time of publication.",92 ,86 , >98,"Children estimates were not available at the time of publication.",94 ,88 , >98,"Children estimates were not available at the time of publication."
Senegal,67 ,65 , 72,,69 ,67 , 74,,71 ,69 , 75,,74 ,72 , 78,,78 ,75 , 82,,79 ,77 , 84,,80 ,77 , 85,,80 ,77 , 85,,81 ,78 , 86,,82 ,79 , 88,
Serbia,78 ,64 , 89,"Children estimates were not available at the time of publication.",78 ,64 , 88,"Children estimates were not available at the time of publication.",79 ,65 , 90,"Children estimates were not available at the time of publication.",80 ,66 , 92,"Children estimates were not available at the time of publication.",82 ,67 , 94,"Children estimates were not available at the time of publication.",83 ,68 , 95,"Children estimates were not available at the time of publication.",84 ,69 , 96,"Children estimates were not available at the time of publication.",85 ,71 , >98,"Children estimates were not available at the time of publication.",87 ,72 , >98,"Children estimates were not available at the time of publication.",88 ,73 , >98,"Children estimates were not available at the time of publication."
Sierra Leone,46 ,41 , 53,,48 ,43 , 55,,51 ,45 , 59,,55 ,48 , 63,,58 ,50 , 67,,61 ,52 , 70,,66 ,57 , 77,,75 ,63 , 87,,80 ,67 , 95,,87 ,73 , >98,
Singapore,87 ,73 , >98,"Children estimates were not available at the time of publication.",88 ,73 , >98,"Children estimates were not available at the time of publication.",89 ,74 , >98,"Children estimates were not available at the time of publication.",89 ,73 , >98,"Children estimates were not available at the time of publication.",89 ,74 , >98,"Children estimates were not available at the time of publication.",90 ,74 , >98,"Children estimates were not available at the time of publication.",90 ,75 , >98,"Children estimates were not available at the time of publication.",90 ,74 , >98,"Children estimates were not available at the time of publication.",90 ,74 , >98,"Children estimates were not available at the time of publication.",,,,
Slovakia,,,,,,,,,84 ,68 , >98,"Children estimates were not available at the time of publication.",87 ,70 , >98,"Children estimates were not available at the time of publication.",97 ,78 , >98,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",>98 ,81 , >98,"Children estimates were not available at the time of publication.",92 ,76 , >98,"Children estimates were not available at the time of publication.",88 ,73 , >98,"Children estimates were not available at the time of publication.",88 ,73 , >98,"Children estimates were not available at the time of publication."
Slovenia,83 ,67 , >98,"Children estimates were not available at the time of publication.",87 ,69 , >98,"Children estimates were not available at the time of publication.",87 ,69 , >98,"Children estimates were not available at the time of publication.",87 ,69 , >98,"Children estimates were not available at the time of publication.",88 ,69 , >98,"Children estimates were not available at the time of publication.",88 ,69 , >98,"Children estimates were not available at the time of publication.",88 ,69 , >98,"Children estimates were not available at the time of publication.",90 ,71 , >98,"Children estimates were not available at the time of publication.",91 ,72 , >98,"Children estimates were not available at the time of publication.",93 ,74 , >98,"Children estimates were not available at the time of publication."
Solomon Islands,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
South Africa,86 ,80 , 94,,89 ,82 , 96,,90 ,83 , 98,,92 ,84 , >98,,93 ,85 , >98,,94 ,86 , >98,,94 ,86 , >98,,95 ,87 , >98,,95 ,87 , >98,,95 ,87 , >98,
South Sudan,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Spain,,,,,87 ,75 , 97,,90 ,77 , >98,,,,,,,,,,,,,,89 ,76 , >98,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,38 ,35 , 43,"Children estimates were not available at the time of publication.",45 ,40 , 50,"Children estimates were not available at the time of publication.",52 ,47 , 58,"Children estimates were not available at the time of publication.",56 ,50 , 63,"Children estimates were not available at the time of publication.",61 ,54 , 69,"Children estimates were not available at the time of publication.",68 ,60 , 77,"Children estimates were not available at the time of publication.",77 ,67 , 87,"Children estimates were not available at the time of publication.",87 ,75 , >98,"Children estimates were not available at the time of publication."
Sudan,32 ,25 , 41,,36 ,28 , 47,,40 ,31 , 52,,43 ,34 , 57,,45 ,35 , 60,,44 ,34 , 60,,42 ,32 , 58,,41 ,31 , 58,,39 ,29 , 55,,37 ,27 , 54,
Suriname,50 ,46 , 56,,51 ,46 , 58,,52 ,47 , 58,,50 ,45 , 56,,49 ,44 , 55,,55 ,49 , 61,,52 ,46 , 58,,48 ,43 , 54,,51 ,45 , 57,,53 ,47 , 60,
Sweden,>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,88 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,85 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",96 ,84 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,84 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/)."
Switzerland,87 ,75 , 97,"Children estimates were not available at the time of publication.",89 ,77 , >98,"Children estimates were not available at the time of publication.",93 ,80 , >98,"Children estimates were not available at the time of publication.",93 ,80 , >98,"Children estimates were not available at the time of publication.",92 ,80 , >98,"Children estimates were not available at the time of publication.",93 ,80 , >98,"Children estimates were not available at the time of publication.",93 ,80 , >98,"Children estimates were not available at the time of publication.",92 ,79 , >98,"Children estimates were not available at the time of publication.",92 ,79 , >98,"Children estimates were not available at the time of publication.",,,,
Syrian Arab Republic,52 ,45 , 60,"Children estimates were not available at the time of publication.",55 ,47 , 64,"Children estimates were not available at the time of publication.",58 ,50 , 68,"Children estimates were not available at the time of publication.",61 ,52 , 72,"Children estimates were not available at the time of publication.",64 ,55 , 76,"Children estimates were not available at the time of publication.",65 ,55 , 78,"Children estimates were not available at the time of publication.",67 ,56 , 81,"Children estimates were not available at the time of publication.",68 ,56 , 83,"Children estimates were not available at the time of publication.",71 ,58 , 88,"Children estimates were not available at the time of publication.",72 ,57 , 91,"Children estimates were not available at the time of publication."
Tajikistan,41 ,40 , 41,,46 ,45 , 47,,53 ,51 , 53,,61 ,59 , 62,,66 ,63 , 66,,71 ,68 , 71,,74 ,72 , 75,,80 ,77 , 81,,85 ,82 , 86,,90 ,87 , 91,
Thailand,,,,,,,,,,,,,75 ,68 , 85,,79 ,71 , 90,,80 ,71 , 91,,84 ,75 , 96,,88 ,77 , >98,,92 ,80 , >98,,96 ,84 , >98,
Timor-Leste,35 ,31 , 41,"Children estimates were not available at the time of publication.",37 ,32 , 43,"Children estimates were not available at the time of publication.",37 ,33 , 43,"Children estimates were not available at the time of publication.",41 ,36 , 48,"Children estimates were not available at the time of publication.",49 ,43 , 57,"Children estimates were not available at the time of publication.",50 ,44 , 58,"Children estimates were not available at the time of publication.",57 ,49 , 66,"Children estimates were not available at the time of publication.",65 ,56 , 76,"Children estimates were not available at the time of publication.",75 ,64 , 88,"Children estimates were not available at the time of publication.",84 ,71 , >98,"Children estimates were not available at the time of publication."
Togo,64 ,54 , 75,,67 ,57 , 79,,71 ,61 , 84,,76 ,64 , 89,,80 ,67 , 94,,84 ,70 , >98,,85 ,71 , >98,,86 ,71 , >98,,89 ,74 , >98,,92 ,76 , >98,
Trinidad and Tobago,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Tunisia,,,,,,,,,,,,,,,,,,,,,22 ,15 , 35,,23 ,15 , 37,,27 ,18 , 44,,28 ,19 , 48,,36 ,24 , 61,
Türkiye,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,82 ,79 , 88,,84 ,81 , 91,,86 ,83 , 94,,88 ,85 , 96,,89 ,85 , 96,,89 ,85 , 97,,89 ,85 , 98,,91 ,86 , >98,,93 ,87 , >98,,94 ,89 , >98,
Ukraine,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Arab Emirates,93 ,80 , >98,"Children estimates were not available at the time of publication.",93 ,80 , >98,"Children estimates were not available at the time of publication.",92 ,81 , >98,"Children estimates were not available at the time of publication.",92 ,81 , >98,"Children estimates were not available at the time of publication.",91 ,81 , >98,"Children estimates were not available at the time of publication.",95 ,83 , >98,"Children estimates were not available at the time of publication.",97 ,83 , >98,"Children estimates were not available at the time of publication.",94 ,80 , >98,"Children estimates were not available at the time of publication.",94 ,79 , >98,"Children estimates were not available at the time of publication.",93 ,77 , >98,"Children estimates were not available at the time of publication."
United Kingdom,,,,,93 ,78 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",93 ,78 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",92 ,78 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",94 ,79 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",92 ,78 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",93 ,78 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",94 ,80 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",96 ,82 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates (accessed May 2025). Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://www.gov.uk/government/statistics/hiv-annual-data-tables).",,,,
United Republic of Tanzania,67 ,63 , 72,,71 ,68 , 77,,76 ,72 , 82,,79 ,75 , 86,,81 ,77 , 88,,82 ,78 , 90,,83 ,78 , 91,,84 ,79 , 93,,86 ,81 , 96,,90 ,84 , >98,
