,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,70 ,58 , 85,,,,,,,,,,69 ,58 , 84,,,,,,,,,,76 ,64 , 92,,,,,,,,,,78 ,66 , 95,,,,,,,,,,82 ,69 , >98,,,,,,,,,,84 ,71 , >98,,,,,,,,,,84 ,71 , >98,,,,,,,,,,79 ,67 , 95,,,,,,,,,,86 ,73 , >98,
Bosnia and Herzegovina,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Botswana,80 ,75 , 85,,83 ,78 , 89,,,,,,83 ,77 , 88,,85 ,79 , 90,,,,,,86 ,81 , 92,,85 ,79 , 90,,,,,,91 ,85 , 96,,84 ,79 , 89,,97 ,90 , >98,,93 ,87 , >98,,85 ,80 , 91,,96 ,89 , >98,,94 ,87 , >98,,88 ,82 , 94,,98 ,91 , >98,,94 ,88 , >98,,92 ,86 , 98,,>98 ,92 , >98,,95 ,89 , >98,,93 ,86 , >98,,>98 ,92 , >98,,96 ,89 , >98,,94 ,87 , >98,,>98 ,92 , >98,,96 ,89 , >98,,95 ,89 , >98,,>98 ,92 , >98,
Brazil,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,69 ,56 , 79,"Children estimates were not available at the time of publication.",46 ,38 , 53,"Children estimates were not available at the time of publication.",97 ,80 , >98,"Children estimates were not available at the time of publication.",73 ,59 , 83,"Children estimates were not available at the time of publication.",51 ,41 , 58,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",76 ,62 , 87,"Children estimates were not available at the time of publication.",58 ,47 , 67,"Children estimates were not available at the time of publication.",92 ,75 , >98,"Children estimates were not available at the time of publication.",79 ,64 , 90,"Children estimates were not available at the time of publication.",65 ,53 , 75,"Children estimates were not available at the time of publication.",98 ,79 , >98,"Children estimates were not available at the time of publication.",81 ,65 , 92,"Children estimates were not available at the time of publication.",70 ,57 , 80,"Children estimates were not available at the time of publication.",95 ,77 , >98,"Children estimates were not available at the time of publication.",82 ,66 , 93,"Children estimates were not available at the time of publication.",70 ,57 , 80,"Children estimates were not available at the time of publication.",95 ,77 , >98,"Children estimates were not available at the time of publication.",83 ,68 , 95,"Children estimates were not available at the time of publication.",71 ,58 , 81,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",84 ,69 , 96,"Children estimates were not available at the time of publication.",72 ,59 , 82,"Children estimates were not available at the time of publication.",97 ,80 , >98,"Children estimates were not available at the time of publication.",85 ,69 , 96,"Children estimates were not available at the time of publication.",73 ,60 , 83,"Children estimates were not available at the time of publication.",95 ,77 , >98,"Children estimates were not available at the time of publication.",86 ,69 , 97,"Children estimates were not available at the time of publication.",73 ,59 , 83,"Children estimates were not available at the time of publication.",95 ,77 , >98,"Children estimates were not available at the time of publication."
Burkina Faso,65 ,56 , 75,,66 ,57 , 77,,,,,,67 ,59 , 78,,68 ,59 , 79,,,,,,69 ,60 , 81,,71 ,62 , 83,,... ,... , ...,,71 ,61 , 82,,67 ,58 , 78,,... ,... , ...,,72 ,62 , 84,,78 ,67 , 92,,... ,... , ...,,72 ,62 , 84,,72 ,62 , 84,,... ,... , ...,,73 ,63 , 85,,78 ,67 , 90,,... ,... , ...,,74 ,64 , 87,,82 ,71 , 95,,86 ,75 , >98,,76 ,66 , 88,,87 ,75 , >98,,92 ,80 , >98,,77 ,66 , 90,,88 ,75 , >98,,90 ,78 , >98,
Burundi,71 ,64 , 82,,61 ,55 , 70,,,,,,75 ,67 , 86,,73 ,65 , 84,,,,,,77 ,69 , 89,,79 ,71 , 91,,,,,,81 ,72 , 93,,86 ,77 , >98,,... ,... , ...,,83 ,74 , 95,,93 ,83 , >98,,... ,... , ...,,85 ,76 , 97,,94 ,84 , >98,,90 ,80 , >98,,86 ,77 , >98,,96 ,85 , >98,,93 ,83 , >98,,87 ,78 , >98,,96 ,86 , >98,,93 ,83 , >98,,90 ,81 , >98,,>98 ,89 , >98,,91 ,81 , >98,,91 ,81 , >98,,>98 ,88 , >98,,93 ,83 , >98,
Cabo Verde,44 ,38 , 52,,>98 ,87 , >98,,,,,,43 ,37 , 51,,>98 ,87 , >98,,,,,,44 ,39 , 53,,>98 ,87 , >98,,,,,,53 ,46 , 63,,>98 ,87 , >98,,,,,,56 ,48 , 66,,>98 ,86 , >98,,45 ,39 , 54,,59 ,50 , 70,,>98 ,86 , >98,,26 ,23 , 31,,64 ,54 , 76,,>98 ,85 , >98,,51 ,43 , 60,,61 ,51 , 73,,>98 ,84 , >98,,71 ,60 , 85,,61 ,51 , 74,,>98 ,83 , >98,,70 ,58 , 85,,64 ,52 , 78,,>98 ,82 , >98,,63 ,52 , 77,
Cambodia,65 ,57 , 76,,96 ,84 , >98,,,,,,67 ,57 , 78,,98 ,84 , >98,,,,,,69 ,59 , 80,,>98 ,84 , >98,,94 ,81 , >98,,73 ,62 , 85,,>98 ,84 , >98,,96 ,81 , >98,,77 ,65 , 90,,>98 ,84 , >98,,97 ,81 , >98,,80 ,67 , 94,,>98 ,83 , >98,,97 ,81 , >98,,81 ,67 , 96,,>98 ,83 , >98,,97 ,81 , >98,,85 ,70 , >98,,>98 ,82 , >98,,98 ,80 , >98,,91 ,74 , >98,,>98 ,81 , >98,,>98 ,80 , >98,,96 ,76 , >98,,>98 ,80 , >98,,>98 ,79 , >98,
Cameroon,63 ,57 , 69,,36 ,32 , 39,,,,,,70 ,64 , 78,,40 ,36 , 44,,,,,,77 ,70 , 86,,45 ,41 , 50,,48 ,44 , 54,,80 ,73 , 90,,51 ,47 , 58,,78 ,71 , 87,,82 ,74 , 92,,58 ,52 , 65,,... ,... , ...,,82 ,74 , 93,,66 ,60 , 75,,85 ,76 , 96,,84 ,76 , 95,,74 ,66 , 84,,92 ,83 , >98,,86 ,77 , >98,,82 ,73 , 93,,89 ,79 , >98,,88 ,79 , >98,,86 ,76 , 97,,93 ,83 , >98,,90 ,80 , >98,,88 ,79 , >98,,93 ,82 , >98,
Canada,,,,,,,,,,,,,86 ,70 , >98,,86 ,70 , >98,,92 ,74 , >98,,,,,,,,,,,,,,87 ,70 , >98,,86 ,70 , >98,,94 ,76 , >98,,,,,,,,,,,,,,89 ,72 , >98,,89 ,72 , >98,,96 ,78 , >98,,,,,,,,,,,,,,90 ,73 , >98,,86 ,69 , >98,,96 ,77 , >98,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,56 ,47 , 66,,54 ,46 , 63,,,,,,49 ,41 , 58,,48 ,41 , 57,,,,,,50 ,42 , 59,,59 ,50 , 71,,,,,,57 ,48 , 69,,57 ,48 , 69,,... ,... , ...,,55 ,46 , 67,,70 ,59 , 85,,... ,... , ...,,57 ,47 , 70,,77 ,64 , 96,,... ,... , ...,,57 ,47 , 72,,86 ,70 , >98,,... ,... , ...,,77 ,62 , >98,,70 ,57 , 90,,... ,... , ...,,80 ,64 , >98,,71 ,56 , 91,,... ,... , ...,,83 ,66 , >98,,73 ,58 , 95,,... ,... , ...,
Chad,44 ,37 , 53,,57 ,48 , 69,,,,,,48 ,41 , 58,,57 ,48 , 69,,,,,,53 ,44 , 63,,58 ,49 , 70,,... ,... , ...,,57 ,48 , 68,,69 ,58 , 83,,... ,... , ...,,61 ,52 , 74,,68 ,57 , 82,,... ,... , ...,,66 ,56 , 80,,70 ,58 , 84,,... ,... , ...,,70 ,58 , 83,,73 ,61 , 88,,... ,... , ...,,72 ,60 , 86,,75 ,63 , 90,,... ,... , ...,,75 ,62 , 89,,77 ,64 , 92,,... ,... , ...,,77 ,64 , 93,,87 ,72 , >98,,... ,... , ...,
Chile,92 ,79 , >98,,61 ,53 , 67,,85 ,73 , 93,,93 ,80 , >98,,68 ,58 , 74,,92 ,79 , >98,,94 ,80 , >98,,75 ,65 , 82,,91 ,78 , >98,,94 ,81 , >98,,80 ,69 , 87,,91 ,78 , >98,,94 ,81 , >98,,82 ,70 , 89,,92 ,79 , >98,,95 ,81 , >98,,83 ,71 , 90,,90 ,77 , 98,,95 ,81 , >98,,81 ,69 , 88,,97 ,82 , >98,,95 ,81 , >98,,82 ,70 , 89,,97 ,83 , >98,,95 ,81 , >98,,80 ,68 , 87,,94 ,81 , >98,,96 ,82 , >98,,76 ,65 , 83,,96 ,82 , >98,
China,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Colombia,41 ,34 , 51,,91 ,74 , >98,,83 ,68 , >98,,45 ,37 , 57,,92 ,75 , >98,,84 ,68 , >98,,51 ,41 , 65,,82 ,67 , >98,,86 ,70 , >98,,56 ,45 , 72,,84 ,69 , >98,,87 ,71 , >98,,61 ,49 , 78,,90 ,73 , >98,,89 ,72 , >98,,64 ,51 , 82,,91 ,73 , >98,,90 ,73 , >98,,65 ,52 , 85,,89 ,71 , >98,,90 ,72 , >98,,73 ,59 , 97,,83 ,66 , >98,,91 ,73 , >98,,79 ,63 , >98,,81 ,64 , >98,,92 ,73 , >98,,77 ,60 , >98,,... ,... , ...,,,,,
Comoros,36 ,22 , 74,"Children estimates were not available at the time of publication.",91 ,54 , >98,"Children estimates were not available at the time of publication.",,,,,41 ,25 , 87,"Children estimates were not available at the time of publication.",61 ,37 , >98,"Children estimates were not available at the time of publication.",,,,,45 ,27 , 94,"Children estimates were not available at the time of publication.",69 ,42 , >98,"Children estimates were not available at the time of publication.",,,,,48 ,29 , >98,"Children estimates were not available at the time of publication.",81 ,49 , >98,"Children estimates were not available at the time of publication.",96 ,58 , >98,"Children estimates were not available at the time of publication.",54 ,32 , >98,"Children estimates were not available at the time of publication.",88 ,53 , >98,"Children estimates were not available at the time of publication.",89 ,54 , >98,"Children estimates were not available at the time of publication.",58 ,35 , >98,"Children estimates were not available at the time of publication.",86 ,52 , >98,"Children estimates were not available at the time of publication.",83 ,50 , >98,"Children estimates were not available at the time of publication.",62 ,38 , >98,"Children estimates were not available at the time of publication.",93 ,56 , >98,"Children estimates were not available at the time of publication.",78 ,47 , >98,"Children estimates were not available at the time of publication.",65 ,39 , >98,"Children estimates were not available at the time of publication.",87 ,52 , >98,"Children estimates were not available at the time of publication.",96 ,58 , >98,"Children estimates were not available at the time of publication.",74 ,44 , >98,"Children estimates were not available at the time of publication.",>98 ,59 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",>98 ,59 , >98,"Children estimates were not available at the time of publication.",>98 ,59 , >98,"Children estimates were not available at the time of publication.",89 ,52 , >98,"Children estimates were not available at the time of publication."
